Intensity 31_200_PS Carb_10	Intensity 32_200_PS Carb_100	Intensity 33_small_Citrate_10	Intensity 34_large_Citrate_10	Intensity 35_small_PEI_10	Intensity 36_large_PEI_10	Intensity 37_large_PVP@AU_100	Intensity 38_small_PVP@AU_10	Intensity 39_small_PVP@AU_100	Intensity 40_large_Citrate_100	Intensity 41_large_PEI_100	Intensity 42_small_Citrate_100	Intensity 43_small_PEI_100	Intensity 44_large_PVP@AU_10	Intensity 45_large_PEG@Au_100	Intensity 46_large_PEI@Au_100	Intensity 47_small_PEI@Au_100	Intensity 48_200_PS Carb@ PEG_100	Intensity 49_200_PS Carb@ PEG_100	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	iBAQ 31_200_PS Carb_10	iBAQ 32_200_PS Carb_100	iBAQ 33_small_Citrate_10	iBAQ 34_large_Citrate_10	iBAQ 35_small_PEI_10	iBAQ 36_large_PEI_10	iBAQ 37_large_PVP@AU_100	iBAQ 38_small_PVP@AU_10	iBAQ 39_small_PVP@AU_100	iBAQ 40_large_Citrate_100	iBAQ 41_large_PEI_100	iBAQ 42_small_Citrate_100	iBAQ 43_small_PEI_100	iBAQ 44_large_PVP@AU_10	iBAQ 45_large_PEG@Au_100	iBAQ 46_large_PEI@Au_100	iBAQ 47_small_PEI@Au_100	iBAQ 48_200_PS Carb@ PEG_100	iBAQ 49_200_PS Carb@ PEG_100	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Top3 31_200_PS Carb_10	Top3 32_200_PS Carb_100	Top3 33_small_Citrate_10	Top3 34_large_Citrate_10	Top3 35_small_PEI_10	Top3 36_large_PEI_10	Top3 37_large_PVP@AU_100	Top3 38_small_PVP@AU_10	Top3 39_small_PVP@AU_100	Top3 40_large_Citrate_100	Top3 41_large_PEI_100	Top3 42_small_Citrate_100	Top3 43_small_PEI_100	Top3 44_large_PVP@AU_10	Top3 45_large_PEG@Au_100	Top3 46_large_PEI@Au_100	Top3 47_small_PEI@Au_100	Top3 48_200_PS Carb@ PEG_100	Top3 49_200_PS Carb@ PEG_100	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	Species	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	E	C	C	C	C	C	T
754860032	33625000	11009999872	9851599872	1057600000	1001200000	522689984	1235900032	380120000	3860199936	1306300032	3413900032	815340032	942600000	123440000	41312000	560499968	2320800	4595500	483760000	3431399936	3628999936	3718599936	22703000	978410	310280000	273809984	29239000	31929000	14820000	35951000	7899600	120730000	40575000	108810000	24587000	27430000	3773500	1469400	16076000	116040	229780	13196000	92686000	97123000	113740000	277969984	21765000	3682700032	3437299968	415120000	359300000	272169984	377780000	246590000	1451000064	606339968	1162499968	411780000	316340000	85447000	19780000	258820000	7853600	10475000	276100000	1381699968	1588099968	1456499968	Bos taurus				9913	P50448
0	0	0	0	39887000	40208000	0	0	0	0	369900000	0	137270000	0	0	877320	183310000	0	0	0	0	0	0	0	0	0	0	533930	641920	0	0	0	0	5333100	0	1501500	0	0	38144	2253400	0	0	0	0	0	0	0	0	0	0	18950000	28618000	0	0	0	0	158570000	0	73849000	0	0	0	79109000	0	0	0	0	0	0	Bos taurus				9913	P52193
50412000	2007500	0	0	0	0	0	0	15036000	0	0	9915700	11603000	0	0	0	0	0	0	0	0	6246400	0	418990	182500	0	0	0	0	0	0	1366900	0	0	901430	1054800	0	0	0	0	0	0	0	0	567860	0	50412000	2850900	0	0	0	0	0	0	21353000	0	0	14081000	16477000	0	0	0	0	0	0	0	0	8870600	0	Bos taurus				9913	P52556
0	0	0	0	0	0	0	0	24281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P54228;P54229
0	0	0	0	0	7035800	0	0	0	0	236550000	0	8406300	0	6529600	0	15847000	0	3679700	0	0	0	0	0	0	0	0	0	319810	0	0	0	0	7015200	0	382100	0	296800	0	450970	0	74573	0	0	0	0	0	0	0	0	0	11002000	0	0	0	0	137020000	0	24701000	0	21825000	0	18994000	0	5250500	0	0	0	0	Bos taurus				9913	P55252
241870000	27746000	190790000	183510000	129730000	146130000	62259000	70609000	157340000	226570000	139140000	175490000	104770000	48593000	25245000	566250	45262000	8787500	11063000	5700100	120440000	137080000	116360000	4232100	293170	3474700	3483200	1875300	1651400	1223600	1012000	2801900	3645300	2706500	2871800	1674000	731560	584550	17159	922780	196620	186140	172730	1791800	2337100	1840600	83753000	12036000	62147000	81959000	49668000	44385000	38137000	23076000	59901000	86640000	61119000	75508000	60799000	18484000	0	0	23897000	8242800	0	14669000	55677000	53064000	52136000	Bos taurus				9913	P55906
0	0	0	0	0	0	118660000	3714600	0	0	0	0	0	4681800	173070000	2884900	161990000	1965100	0	0	0	0	0	0	0	0	0	0	0	15452000	530660	0	0	0	0	0	668840	21843000	412130	6223900	280730	0	0	0	0	0	0	0	0	0	0	0	116470000	26314000	0	0	0	0	0	33165000	178090000	20436000	151700000	13921000	0	0	0	0	0	Bos taurus				9913	P55918
0	0	3601400	3394200	0	0	6239100	0	9661300	13399000	0	6045200	0	0	2566200	0	2665800	0	0	8692300	5462700	4232800	0	0	0	1200500	1131400	0	0	2079700	0	3220400	4466300	0	2015100	0	0	855390	0	888610	0	0	2897400	1820900	1410900	0	0	0	3601400	3394200	0	0	6239100	0	9661300	13399000	0	6045200	0	0	2566200	0	2665800	0	0	8692300	5462700	4232800	0	Bos taurus				9913	P68301;P67983;P58280;P55943;P55942
19599000	22938000	9514000	11155000	3050100	2966000	54040000	12502000	68021000	13403000	29466000	0	0	21675000	9172500	0	0	12662000	93355000	0	19516000	18795000	17688000	2177700	2259200	1057100	1239500	338900	329560	6004500	1389100	7557900	1489200	3274000	0	0	2408300	1019200	0	0	770450	4930500	0	2168400	2088300	1965400	21832000	22938000	10598000	12426000	6711000	6526000	60198000	13926000	75771000	29490000	32823000	0	0	24144000	10218000	0	0	12662000	66846000	0	21739000	20936000	19704000	Bos taurus				9913	P56425
41411000	0	820790016	519380000	1349100032	1484599936	55329000	25520000	65015000	105110000	1362800000	184590000	1086099968	19103000	36692000	142080000	4002400000	0	0	0	347689984	640179968	608609984	13804000	0	273600000	173130000	449689984	494849984	18443000	8506700	21672000	35036000	454280000	61531000	362020000	6367800	12231000	47359000	1334099968	0	0	0	115900000	213390000	202870000	64020000	0	820790016	657160000	1706899968	1484599936	85537000	29796000	100510000	162490000	1724400000	215520000	1374200064	22304000	42839000	165880000	4672999936	0	0	0	537520000	640179968	608609984	Bos taurus				9913	P56651
584750016	49809000	2633799936	2537299968	20939999232	24265000960	1007299968	176970000	585059968	654019968	21611999232	870579968	14972999680	303049984	354590016	2372100096	41280000000	600190016	212550000	1361900032	5097900032	4636800000	4962899968	8947500	602620	44430000	44616000	372480000	400980000	13170000	2275700	10042000	9769600	373700000	12911000	260090000	3849600	5830100	42101000	756889984	4302400	2446300	24320000	88534000	80925000	86904000	115030000	11079000	690830016	739510016	4680600064	5294400000	197290000	29924000	171700000	176700000	4984699904	193530000	3005799936	35605000	80672000	627400000	9933400064	12495000	22909000	389310016	1143600000	1249699968	1234099968	Bos taurus				9913	P56652
0	0	0	0	0	0	57077000	0	0	0	0	0	5592500	0	0	0	15141000	0	0	0	0	0	0	0	0	0	0	0	0	1164800	0	0	0	0	0	114130	0	0	0	49504	0	0	0	0	0	0	0	0	0	0	0	0	75384000	0	0	0	0	0	47745000	0	0	0	52357000	0	0	0	0	0	0	Bos taurus				9913	P56701
6222700	5247700	36065000	40513000	60523000	61103000	104550000	15578000	270969984	173180000	224970000	141760000	236200000	15390000	46055000	9705900	175380000	0	0	0	72826000	96211000	96975000	622270	524770	3606500	4051300	5043000	4996900	8272700	1557800	17114000	17318000	19060000	11923000	19173000	1539000	3895000	758150	14595000	0	0	0	7282600	7907400	7871200	13504000	6408500	39346000	44066000	47834000	44171000	83210000	16339000	156130000	148620000	165570000	113320000	154230000	14942000	35687000	7647700	133480000	0	0	0	79148000	74360000	75991000	Bos taurus				9913	P60661
5249800192	319369984	1327299968	1764099968	953190016	806729984	546480000	206220000	520740000	814840000	962280000	594289984	1127600000	257110000	166620000	21683000	459600000	143180000	166270000	514510016	922460032	864339968	826840000	108770000	7185600	31796000	45361000	22724000	15155000	11029000	5003700	13331000	16960000	21909000	14208000	30533000	5495500	4479000	486630	9198500	3537200	3266300	10971000	18237000	20034000	17962000	1731600000	105040000	424009984	646609984	348520000	304649984	215640000	78415000	193470000	324000000	428630016	246760000	397990016	78667000	66091000	9098400	200780000	53209000	64147000	169740000	332080000	311360000	309430016	Bos taurus				9913	P60712;P63258
24921000	7404100	193850000	84950000	96027000	46727000	8315200	8822200	13596000	46699000	114130000	80894000	83469000	0	0	0	103660000	33644000	19492000	0	39403000	39295000	21495000	1969400	434190	14467000	4107100	4322500	4672700	831520	882220	1359600	3191900	6861600	5028200	5940000	0	0	0	5976600	2100100	1949200	0	2313900	3929500	2149500	23132000	6384900	66225000	65183000	64634000	39362000	24970000	9487200	0	49484000	79556000	61156000	47820000	0	0	0	54797000	21713000	15781000	0	37533000	46941000	38707000	Bos taurus				9913	P61223;P62833
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7926500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7926500	0	0	0	0	Bos taurus				9913	P61356
0	4906800	0	0	0	0	0	1371000	0	49999000	0	5605100	0	0	0	0	0	1211000	1957600	0	0	0	0	0	613350	0	0	0	0	0	171380	0	4218300	0	700630	0	0	0	0	0	151370	244700	0	0	0	0	0	7389900	0	0	0	0	0	3912600	0	49999000	0	16681000	0	0	0	0	0	3861800	6242800	0	0	0	0	Bos taurus				9913	P61585;Q1RMJ6
0	0	0	0	0	5149800	0	0	7669000	0	0	0	30394000	0	0	5061000	48981000	0	0	0	0	0	0	0	0	0	0	0	572200	0	0	852120	0	0	0	739350	0	0	270980	2286500	0	0	0	0	0	0	0	0	0	0	0	23498000	0	0	11946000	0	0	0	38925000	0	0	5877300	48981000	0	0	0	0	0	0	Bos taurus				9913	P62157
0	0	0	0	60778000	63727000	0	0	0	0	12534000	0	41842000	0	0	18417000	328849984	0	0	0	0	0	0	0	0	0	0	3018700	2887900	0	0	0	0	737280	0	2461300	0	0	762790	16384000	0	0	0	0	0	0	0	0	0	0	51318000	61291000	0	0	0	0	32833000	0	41842000	0	0	10173000	210840000	0	0	0	0	0	0	Bos taurus				9913	P62261
0	415410	0	3343400	7818000	1963100	29839000	3723500	65730000	25394000	402920000	9310100	67183000	2918300	60756000	0	29470000	36335000	74804000	0	10406000	12037000	13603000	0	69235	0	557240	1303000	327190	3537600	620580	8018700	1573100	51388000	429920	8232400	486380	6285200	0	2369600	4601800	8359400	0	1734300	790290	1420900	0	1360100	0	10947000	25597000	0	29839000	11101000	59604000	39626000	280969984	14528000	51647000	8700200	53845000	0	40492000	29700000	53629000	0	25749000	18783000	18077000	Bos taurus				9913	P62803
1571900	0	0	0	2959800	0	105270000	1052400	186860000	10357000	157890000	3359600	30275000	10424000	9420800	0	3127600	3535000	29116000	0	5205200	5049000	16366000	224550	0	0	0	422840	0	15038000	150350	26694000	1479600	22556000	479940	4325000	1489100	1345800	0	446800	505000	4159400	0	743600	721290	2337900	6713500	0	0	0	12642000	0	105270000	4494900	186860000	44236000	206300000	14349000	64579000	13620000	40237000	0	13358000	15098000	62106000	0	22232000	21565000	34909000	Bos taurus				9913	Q32L48;Q2M2T1;P62808
0	0	12753000	11137000	0	0	10553000	6325100	33689000	15367000	0	17719000	0	0	3772400	0	4762400	0	0	0	11776000	5937200	6845500	0	0	1275300	1113700	0	0	1055300	432320	1837600	1536700	0	1771900	0	0	377240	0	476240	0	0	0	1177600	593720	684550	0	0	15347000	13401000	0	0	12699000	6629300	35309000	18492000	0	20207000	0	0	4539500	0	5730900	0	0	0	14171000	7144600	8237600	Bos taurus				9913	P62935
0	13272000	0	0	0	0	0	0	0	8484800	0	0	0	0	0	0	0	1878500	3523800	0	0	6265500	0	0	1055200	0	0	0	0	0	0	0	1060600	0	0	0	0	0	0	0	234810	440470	0	0	783180	0	0	10938000	0	0	0	0	0	0	0	11558000	0	0	0	0	0	0	0	2558900	4800200	0	0	8534900	0	Bos taurus				9913	P62998
0	0	4716800	0	130130000	188220000	0	0	0	0	69908000	0	71991000	0	0	20601000	407849984	0	0	0	2756200	10127000	3617500	0	0	336910	0	6825600	9682500	0	0	0	0	4140900	0	4125600	0	0	1269700	25655000	0	0	0	196870	723380	258390	0	0	9482400	0	79161000	103200000	0	0	0	0	45629000	0	49441000	0	0	12811000	256070000	0	0	0	0	20151000	18346000	Bos taurus				9913	P63103
270110016	182510000	261210000	290300000	77822000	35399000	165220000	48729000	357910016	1344199936	101230000	710680000	85985000	23714000	61946000	794820	56448000	21607000	60999000	0	287009984	357460000	333640000	4983200	4149800	5941700	6206400	1304200	731780	2752200	1206200	6597800	30840000	1087500	18324000	1034400	677270	1430900	37849	996410	695560	1630700	0	5003000	7333900	5882000	183920000	102950000	167030000	175580000	63436000	34224000	111670000	35896000	257630000	740880000	92612000	408140000	85985000	25260000	52184000	1991800	56448000	24458000	45972000	0	213910000	232630000	243110000	Bos taurus				9913	P68103;Q32PH8
441260000	21100000	133190000	172390000	80000000	64595000	36855000	14539000	42287000	73113000	122610000	57401000	101780000	20831000	20062000	3192000	35395000	12671000	17188000	71927000	68544000	98880000	87732000	2925100	914670	1011700	1129000	380690	536430	1842700	726960	2114300	664310	875730	483880	901300	1041500	1003100	159600	1769700	633570	859380	430910	351350	591310	707140	458350016	24039000	138350000	172390000	80000000	67097000	43851000	17299000	50314000	75944000	122610000	59624000	105720000	24785000	23870000	3797900	42114000	15077000	20450000	71927000	71199000	98880000	91129000	Bos taurus				9913	Q3ZC07;P68138;Q5E9B5;P62739
0	0	0	0	5821400	10606000	0	0	0	0	0	0	0	0	0	1719200	86641000	0	0	0	0	0	0	0	0	0	0	415810	285740	0	0	0	0	0	0	0	0	0	122800	3686300	0	0	0	0	0	0	0	0	0	0	10524000	12669000	0	0	0	0	0	0	0	0	0	3108100	59053000	0	0	0	0	0	0	Bos taurus				9913	P68250
0	0	0	0	0	23416000	0	0	0	0	0	0	0	0	0	0	28924000	0	0	0	0	0	0	0	0	0	0	0	1119000	0	0	0	0	0	0	0	0	0	0	1443400	0	0	0	0	0	0	0	0	0	0	0	17904000	0	0	0	0	0	0	0	0	0	0	19564000	0	0	0	0	0	0	Bos taurus				9913	P68252
0	0	0	0	3139100	4966100	0	0	0	0	0	0	0	0	0	0	5594200	0	0	0	0	0	0	0	0	0	0	196200	310380	0	0	0	0	0	0	0	0	0	0	349640	0	0	0	0	0	0	0	0	0	0	3139100	4966100	0	0	0	0	0	0	0	0	0	0	5594200	0	0	0	0	0	0	Bos taurus				9913	P68509
0	0	0	0	3632600	5542800	0	0	0	0	9833900	0	9261700	0	0	0	3746500	0	0	0	0	0	0	0	0	0	0	454070	692850	0	0	0	0	1229200	0	1157700	0	0	0	468320	0	0	0	0	0	0	0	0	0	0	3632600	5542800	0	0	0	0	9833900	0	9261700	0	0	0	3746500	0	0	0	0	0	0	Bos taurus				9913	P69678
0	0	26338000	27311000	25760000	0	156450000	2973200	176300000	200270000	0	32098000	6541200	8256500	31210000	0	0	0	0	0	50515000	73807000	48242000	0	0	2886200	711520	694270	0	4921100	495530	4091200	3544700	0	946240	1090200	149510	614950	0	0	0	0	0	5435500	1075900	1104000	0	0	29582000	25879000	24253000	0	117320000	4976500	143590000	186050000	0	27685000	10948000	11677000	34293000	0	0	0	0	0	53167000	60628000	48242000	Bos taurus				9913	P79105
0	14207000	0	0	0	0	191320000	0	368190016	103510000	0	11579000	0	0	30110000	0	0	0	10948000	0	25938000	3740000	21479000	0	1123600	0	0	0	0	17393000	0	29144000	9410100	0	1052600	0	0	2737300	0	0	0	995250	0	2358000	340000	1952600	0	10032000	0	0	0	0	149950000	0	239420000	72878000	0	23223000	0	0	31810000	0	0	0	10948000	0	36734000	0	46740000	Bos taurus				9913	P79121
0	0	0	0	0	6126600	0	0	0	0	8734800	0	0	0	0	8152200	117800000	1310900	8022600	0	0	0	0	0	0	0	0	0	556960	0	0	0	0	794070	0	0	0	0	291940	2002100	119170	525980	0	0	0	0	0	0	0	0	0	10165000	0	0	0	0	14492000	0	0	0	0	5854200	117800000	5433700	9271900	0	0	0	0	Bos taurus				9913	P79124
0	0	0	0	0	0	0	3112700	0	0	0	0	0	4976600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345850	0	0	0	0	0	552960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112700	0	0	0	0	0	4976600	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P79345
0	0	38514000	9546800	31596000	44504000	0	853950	0	0	0	0	5080400	0	0	715170	12654000	0	0	0	2413000	3726000	2026400	0	0	577190	216970	319920	648460	0	19408	0	0	0	0	115460	0	0	16254	180310	0	0	0	54841	84681	46055	0	0	17390000	23838000	14076000	31039000	0	2132300	0	0	0	0	15260000	0	0	2148200	20134000	0	0	0	6025300	9303800	5059900	Bos taurus				9913	P80012
27456000	0	0	0	18231000	15937000	0	15298000	0	0	0	0	0	15496000	0	0	0	0	0	0	0	0	0	616800	0	0	0	467470	277980	0	392250	0	0	0	0	0	238880	0	0	0	0	0	0	0	0	0	20002000	0	0	0	16263000	13610000	0	12656000	0	0	0	0	0	9316500	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P80109
0	0	0	0	0	2923500	0	0	0	0	55339000	0	6683700	0	0	0	18410000	0	0	0	0	0	0	0	0	0	0	0	104410	0	0	0	0	655120	0	238710	0	0	0	440040	0	0	0	0	0	0	0	0	0	0	0	7589200	0	0	0	0	49087000	0	17350000	0	0	0	17887000	0	0	0	0	0	0	Bos taurus				9913	P80227
0	0	0	0	0	0	177170000	14120000	236630000	148100000	0	18146000	0	30838000	48111000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11555000	702990	11692000	9548400	0	1512200	0	1934900	3269200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85425000	14981000	156590000	98343000	0	43009000	0	23646000	35678000	0	0	0	0	0	0	0	0	Bos taurus				9913	P80311
2435900	0	5565700	7164400	0	0	0	9103800	18208000	6976800	0	6436600	0	6894400	0	0	0	0	0	0	0	0	0	487180	0	1113100	1432900	0	0	0	946760	1832300	1395400	0	1287300	0	670140	0	0	0	0	0	0	0	0	0	3337500	0	7625700	9816000	0	0	0	9245700	18492000	9559100	0	8818900	0	6894400	0	0	0	0	0	0	0	0	0	Bos taurus				9913	P80929
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234500	10161000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77156	489880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299500	8274800	0	0	0	0	Bos taurus				9913	P81134
580339968	12911000	14983999488	12540000256	204620000	102220000	700190016	686320000	676480000	7215199744	707190016	10220999680	699630016	273009984	199950000	10240000	65930000	0	2196100	1440999936	4540400128	4889999872	4758199808	8259200	205610	195210000	164090000	2971600	1359400	9432900	9553000	10345000	80445000	10884000	130670000	10549000	3635900	3144200	143680	1392900	0	64591	20855000	64137000	63605000	67284000	147340000	6715700	3015899904	2709400064	69952000	35146000	169500000	167950000	195350000	1428000000	187970000	2575399936	194150000	72300000	73763000	5131200	35494000	0	0	311150016	960620032	1110099968	1066000000	Bos taurus				9913	P81187
0	0	0	0	11071000	5825400	0	0	0	0	413670016	0	743779968	0	51696000	0	78717000	0	59615000	0	0	0	0	0	0	0	0	81408	42834	0	0	0	0	1451300	0	5360900	0	69128	0	257810	0	78537	0	0	0	0	0	0	0	0	62245000	32751000	0	0	0	0	589480000	0	840179968	0	91500000	0	149190000	0	92536000	0	0	0	0	Bos taurus				9913	P81282
0	0	0	0	0	0	0	0	0	0	44049000	0	0	0	0	0	8326700	2948700	1842600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002200	0	0	0	0	0	378480	134030	83755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44049000	0	0	0	0	0	12475000	4417900	2760700	0	0	0	0	Bos taurus				9913	P81287
306360000	85150000	36280000	139580000	166410000	115300000	117310000	181950000	193630000	0	466070016	0	80919000	305270016	25359000	0	53156000	379670016	897080000	82840000	60943000	46117000	111450000	34834000	11437000	5268300	23630000	25282000	17750000	14543000	23904000	23376000	0	71256000	0	16184000	25198000	5071700	0	10631000	41838000	117290000	16568000	12189000	9223300	19876000	238690000	44954000	0	109750000	139380000	111970000	119610000	121830000	184840000	0	401520000	0	131450000	333009984	40141000	0	64349000	364329984	659310016	133120000	97909000	80156000	104680000	Bos taurus				9913	P81644
0	0	75444000	8102800	164610000	98902000	0	9476600	0	0	332300000	27466000	319249984	5077400	0	5770900	254230000	5155700	7867900	0	20922000	63978000	66990000	0	0	2963500	385850	6249900	3017700	0	451260	0	0	12415000	1307900	11991000	241780	0	182090	9043500	163010	268430	0	648350	1900100	1894100	0	0	96555000	0	130030000	95769000	0	20440000	0	0	254290000	56071000	248760000	10951000	0	5472400	225770000	7972100	12166000	0	0	77787000	88532000	Bos taurus				9913	P81947
121500000	34050000	586430016	286470016	1021800000	989710016	65447000	49662000	103750000	229520000	2657600000	412860000	2330099968	50586000	53790000	71726000	2637799936	75288000	44128000	0	451440000	490980000	453209984	2233000	520050	11836000	4849200	21771000	19212000	1742600	791460	1738600	5050900	59815000	7528300	55473000	710440	617520	1665300	59026000	1388800	537850	0	8981300	10377000	10552000	66000000	15183000	208160000	138530000	351020000	386870016	50674000	27808000	67241000	110630000	842609984	162090000	730460032	18863000	35153000	25329000	789180032	18619000	27179000	0	203320000	193730000	188460000	Bos taurus				9913	P81948
119730000	51736000	23907000	125960000	0	0	136860000	19023000	214470000	50643000	0	26721000	0	3077700	0	0	0	0	0	0	48469000	41919000	56493000	9710600	4208500	1592400	11392000	0	0	12134000	944600	21364000	4390700	0	2074800	0	512950	0	0	0	0	0	0	4062000	2769200	5411100	100690000	47738000	30097000	108050000	0	0	114710000	19023000	175930000	50643000	0	26721000	0	12460000	0	0	0	0	0	0	46256000	41919000	44191000	Bos taurus				9913	P82943
24833000	13242000	14734000	0	12457000	15923000	9436000	0	13116000	9554300	13421000	9851200	15918000	4222900	3600100	0	0	22974000	30310000	0	10748000	10248000	12594000	2483300	1324200	1473400	0	1245700	1592300	943600	0	1311600	955430	1342100	985120	1591800	422290	360010	0	0	2297400	2721700	0	1074800	1024800	1259400	26937000	13242000	17637000	0	14911000	17272000	11295000	0	15700000	11437000	16065000	11792000	19054000	5054800	4309300	0	0	22974000	27002000	0	12865000	12267000	15075000	Bos taurus				9913	Q5E9I6;P84080;P84081
0	0	0	0	49788000	46189000	0	2586300	21331000	0	0	0	29308000	0	0	8955500	17992000	0	0	0	8833200	7701800	7778800	0	0	0	0	3253900	2945700	0	198940	1640900	0	0	0	1602400	0	0	578190	1384000	0	0	0	679470	592450	598370	0	0	0	0	51986000	48228000	0	4991000	41166000	0	0	0	52291000	0	0	9350800	34722000	0	0	0	17046000	14863000	15012000	Bos taurus				9913	P85100;A0JNJ5
613569984	7011900	1177299968	979329984	10678000	0	162940000	772880000	415060000	2726099968	10954000	1839100032	12119000	346840000	33398000	0	0	0	0	0	809420032	773310016	808560000	10379000	83929	19599000	18090000	149260	0	1316600	13605000	5789000	43292000	421300	30240000	466110	4848500	413970	0	0	0	0	0	12922000	13212000	13814000	236730000	6345300	449460000	397569984	12905000	0	95221000	285480000	178470000	940819968	20798000	737529984	23011000	147790000	22635000	0	0	0	0	0	322190016	287449984	311800000	Bos taurus				9913	P98140
2478200064	1620999936	5840200192	6191799808	4889399808	1204999936	34115000320	2788800000	51922001920	25184000000	1323699968	10058999808	12229999616	3879300096	19395000320	46100000	629280000	3628600064	9289900032	157570000	11644000256	11566999552	11864000512	117760000	76795000	318940000	311940000	251080000	61364000	1623399936	133920000	2591899904	1276300032	67245000	510100000	605070016	185560000	950889984	2272300	33143000	181430000	438920000	7177300	563249984	569600000	578240000	804800000	479080000	1869699968	1764700032	1527100032	378590016	8397799936	850460032	13617999872	6763899904	450440000	2992600064	3356100096	1125799936	5279000064	14019000	173990000	949710016	2468000000	88872000	3205799936	3211800064	3228300032	Bos taurus				9913	Q03247
18114000	9035900	79272000	41214000	1291800064	1633100032	49686000	5989100	80912000	55376000	4877799936	89636000	3138099968	6632000	27342000	186880000	3030500096	19948000	15903000	64558000	435240000	464729984	449200000	1065500	531530	4663000	2424300	53434000	64589000	2922700	352300	4759500	3257400	222880000	5272700	148390000	390120	1608400	9105900	132550000	461970	839000	3227100	21679000	23637000	22301000	33087000	10039000	79531000	47421000	610940032	773689984	82879000	15687000	101560000	64364000	2028899968	106750000	1386000000	9202100	29317000	100180000	1312700032	7062200	13114000	112120000	341260000	244620000	301569984	Bos taurus				9913	Q05443
72621000	35150000	123480000	209290000	0	0	153850000	19719000	367180000	419520000	0	168760000	19732000	7182100	9080400	0	0	0	0	0	126690000	121970000	120490000	1222900	571280	2579000	5036000	0	0	3134000	393510	10969000	10754000	0	3697600	891990	307550	349300	0	0	0	0	0	1803600	2400900	2597600	52064000	23577000	72176000	111070000	0	0	91297000	16232000	191350000	200030000	0	94913000	25593000	9315600	11778000	0	0	0	0	0	77873000	69634000	67343000	Bos taurus				9913	Q05716
11370000	19091000	17111000	18803000	0	0	32428000	0	69534000	236050000	0	74130000	4871900	0	34585000	0	0	0	0	0	33429000	28242000	23751000	947490	1385700	1425900	1566900	0	0	2236600	0	3847900	11890000	0	3757600	405990	0	2380300	0	0	0	0	0	2109600	1832200	1979300	14027000	16628000	21110000	23198000	0	0	33111000	0	54519000	125310000	0	46609000	11828000	0	28564000	0	0	0	0	0	31232000	27125000	29302000	Bos taurus				9913	Q05717
36349000	5090600	104210000	164450000	7925600	0	111430000	2265200	350760000	178920000	6028600	66638000	7788800	0	4918900	0	0	0	0	4047000	32961000	40027000	61591000	714310	54803	1633900	3198500	720500	0	2588900	205930	7000800	2887500	548050	1621400	708070	0	447170	0	0	0	0	367910	797140	876240	1444400	33289000	5349400	70043000	107420000	13002000	0	83580000	3716000	212680000	115040000	9889700	52975000	12777000	0	8069300	0	0	0	0	6639000	39955000	40699000	51867000	Bos taurus				9913	Q05718
0	0	0	0	0	0	0	5222900	0	12148000	0	7339300	0	5918500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474810	0	1104300	0	667210	0	538040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5222900	0	12148000	0	7339300	0	5918500	0	0	0	0	0	0	0	0	0	Bos taurus				9913	Q08E11
0	0	0	0	11508000	16062000	0	0	0	0	326020000	0	59967000	0	0	759810	66725000	0	0	0	0	0	0	0	0	0	0	241020	338660	0	0	0	0	5431800	0	630690	0	0	27136	1649300	0	0	0	0	0	0	0	0	0	0	15351000	21221000	0	0	0	0	114830000	0	56733000	0	0	1999100	44694000	0	0	0	0	0	0	Bos taurus				9913	Q0P569
